,1,2,3,4,13,33,41,61,73,97,117,127,137,142,143,145,147,148,149,150,161,162,163,164,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,187,188,598,601,602,603,604,605,606,637,646,658,690,694,700,701,702,703,704,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,736,737,738,739,740,742,743,800
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice
tradeDate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,1094.92,1121.34,51.72,1588.43,1674.55,1629.88,1393.99,890.57,1235.52,2608.88,629.38,1605.6,1284.33,1445.01,970.57,365.23,764.4,1536.71,499.75,1438.15,2047.05,2169.01,1279.41,1604.71,1581.79,394.66,1240.27,486.11,1121.18,1537.22,948.26,374.38,2498.19,,,,,,,,,,,,,,,338.04,340.94,312.93,333.88,328.82,347.19,236.12,267.83,336.78,399.68,,456.83,280.68,323.73,426.11,591.5,325.08,309.54,318.24,355.6,319.79,324.89,310.35,339.07,327.54,325.22,332.29,344.76,,,,,,,,,,,,,,,,,,,,,,,,,277.39
2017-03-02,1099.65,1126.21,52.09,1587.08,1677.5,1652.61,1397.93,901.12,1247.3,2640.27,637.54,1613.12,1287.66,1443.15,987.65,368.46,765.19,1552.12,505.96,1447.58,2054.99,2177.64,1285.75,1604.86,1607.06,395.23,1253.2,493.39,1127.94,1561.2,964.28,378.46,2475.1,,,,,,,,,,,,,,,337.82,340.53,312.99,333.53,328.26,347.08,236.09,267.65,336.35,399.35,,456.38,280.72,323.74,426.04,590.21,324.94,309.4,318.1,355.86,319.66,324.76,310.11,339.2,327.6,325.29,332.52,345.27,,,,,,,,,,,,,,,,,,,,,,,,,277.39
2017-03-05,1099.95,1126.5,52.27,1590.92,1675.7,1631.17,1403.66,904.62,1245.88,2628.3,637.84,1616.94,1286.14,1443.39,981.84,367.88,774.92,1542.7,506.86,1444.16,2060.09,2183.02,1284.39,1603.36,1606.87,398.36,1254.05,489.34,1125.89,1547.24,962.72,376.2,2462.36,,,,,,,,,,,,,,,337.66,340.2,313.08,333.27,327.79,347.04,235.99,267.43,335.93,399.08,,456.01,280.72,323.73,426.05,589.14,325.01,309.22,318.05,356.15,319.61,324.72,309.96,339.0,327.69,325.29,332.77,346.06,,,,,,,,,,,,,,,,,,,,,,,,,277.4
2017-03-06,1085.84,1112.02,51.34,1589.67,1676.04,1636.93,1386.23,900.11,1237.44,2605.79,632.62,1608.16,1273.18,1429.67,970.42,363.33,771.52,1546.96,502.56,1431.95,2052.1,2174.73,1282.41,1603.93,1596.17,393.1,1243.77,482.88,1119.27,1553.26,941.58,371.02,2456.89,,,,,,,,,,,,,,,338.23,340.97,313.31,333.72,328.5,347.2,235.96,267.6,337.01,400.04,,457.3,280.74,324.05,426.57,592.11,325.14,309.35,318.18,356.85,319.75,324.91,309.97,339.72,328.02,325.47,333.34,346.65,,,,,,,,,,,,,,,,,,,,,,,,,277.46
2017-03-07,1079.55,1105.56,51.19,1588.23,1692.41,1631.0,1386.63,904.27,1240.74,2616.18,633.58,1609.04,1273.32,1429.97,971.32,362.21,770.31,1550.01,504.27,1433.56,2044.29,2166.25,1279.22,1619.65,1598.8,391.65,1243.84,482.31,1121.54,1549.88,940.18,370.67,2455.43,,,,,,,,,,,,,,,337.89,340.45,313.25,333.2,327.65,347.04,235.84,267.47,336.4,399.74,,456.9,280.75,323.79,426.46,591.3,324.98,309.3,318.07,356.97,319.63,324.74,309.86,339.44,327.99,325.56,333.46,346.7,,,,,,,,,,,,,,,,,,,,,,,,,277.39
2017-03-08,1086.41,1112.59,51.8,1589.48,1719.62,1643.01,1393.51,905.34,1241.97,2599.18,632.88,1602.79,1280.7,1438.81,978.3,362.47,768.33,1566.74,506.1,1438.93,2036.16,2157.02,1268.85,1646.8,1608.27,391.21,1246.27,483.81,1119.91,1561.14,945.24,372.5,2462.31,,,,,,,,,,,,,,,337.42,339.86,313.0,332.39,326.47,346.63,235.76,267.16,335.4,399.59,,456.68,280.77,323.77,426.44,590.71,324.51,308.98,317.68,356.81,319.22,324.27,309.53,338.96,327.72,325.55,333.33,346.71,,,,,,,,,,,,,,,,,,,,,,,,,277.41
2017-03-09,1087.26,1113.46,51.97,1591.61,1729.73,1670.67,1393.6,902.47,1260.45,2719.22,638.56,1591.07,1281.42,1439.21,980.32,361.61,771.8,1581.96,505.79,1440.97,2038.11,2159.02,1270.79,1654.52,1613.05,389.81,1249.29,482.02,1111.46,1577.77,939.77,370.69,2462.96,,,,,,,,,,,,,,,337.69,340.15,313.23,332.69,326.84,346.86,235.85,267.19,335.44,399.84,,457.02,280.81,323.79,426.56,591.55,324.95,309.07,317.94,357.07,319.48,324.53,309.74,339.16,327.96,325.52,333.55,347.17,,,,,,,,,,,,,,,,,,,,,,,,,277.41
2017-03-13,1087.88,1114.1,51.71,1592.28,1767.14,1689.86,1379.4,903.39,1255.51,2640.95,638.89,1597.52,1282.56,1440.11,985.75,364.63,777.16,1607.22,506.6,1442.73,2044.13,2165.86,1273.38,1691.72,1623.16,396.8,1256.14,483.5,1114.58,1595.59,937.57,372.96,2487.38,,,,,,,,,,,,,,,337.84,340.32,313.34,332.62,326.67,346.89,235.67,266.77,335.24,400.35,,457.7,280.79,323.81,426.78,593.34,325.21,309.03,318.04,357.44,319.51,324.32,309.77,339.07,328.04,325.63,333.86,347.74,,,,,,,,,,,,,,,,,,,,,,,,,277.41
2017-03-14,1087.0,1113.19,52.24,1592.95,1760.96,1699.53,1387.06,902.9,1255.83,2628.71,640.23,1594.03,1279.3,1435.09,986.7,364.86,779.67,1607.41,507.95,1441.01,2055.21,2177.75,1283.73,1685.26,1624.36,398.69,1259.29,481.85,1114.92,1602.22,938.67,371.94,2471.16,,,,,,,,,,,,,,,338.19,340.79,313.49,332.97,327.26,346.97,235.59,266.64,336.1,400.77,,458.28,280.77,323.82,426.87,594.95,325.35,308.96,318.09,357.75,319.53,324.3,309.71,339.28,328.15,325.63,334.11,348.1,,,,,,,,,,,,,,,,,,,,,,,,,277.42
2017-03-15,1089.22,1115.46,52.45,1593.17,1758.71,1679.91,1379.47,904.82,1250.82,2604.2,639.28,1590.69,1279.83,1438.12,981.15,364.62,777.83,1600.03,507.47,1432.23,2049.25,2171.09,1285.3,1682.55,1619.11,397.64,1256.15,482.08,1115.13,1586.81,932.32,371.45,2490.95,,,,,,,,,,,,,,,338.56,341.2,313.77,333.64,328.32,347.23,235.63,266.8,337.08,400.67,,458.16,280.77,323.81,426.82,594.64,325.71,309.19,318.38,358.31,319.79,324.46,309.8,339.49,328.44,325.79,334.57,348.58,,,,,,,,,,,,,,,,,,,,,,,,,277.42
2017-03-16,1081.21,1107.22,52.28,1594.22,1731.18,1676.66,1373.53,901.34,1247.64,2633.71,640.83,1564.34,1272.48,1426.86,981.42,364.81,778.3,1581.96,508.19,1427.25,2041.6,2162.61,1284.34,1656.19,1612.77,394.31,1253.93,484.83,1097.17,1581.3,933.38,371.83,2482.93,,,,,,,,,,,,,,,339.61,342.33,314.66,335.08,330.06,348.38,236.28,267.63,338.62,401.42,,459.17,280.76,323.83,427.26,597.19,326.91,310.37,319.57,359.43,320.97,325.59,310.9,340.76,329.44,325.94,335.46,349.44,,,,,,,,,,,,,,,,,,,,,,,,,277.39
2017-03-19,1075.76,1101.63,52.02,1595.61,1707.79,1653.94,1369.15,903.29,1240.79,2617.2,634.11,1562.35,1265.39,1417.36,979.3,366.63,777.04,1559.27,508.96,1421.36,2042.35,2163.47,1281.55,1633.22,1603.82,398.54,1250.46,485.35,1091.39,1551.94,929.4,374.16,2462.63,,,,,,,,,,,,,,,340.13,342.86,315.11,335.65,330.63,348.96,236.39,267.83,339.07,401.99,,459.92,280.82,323.83,427.44,599.2,327.68,310.92,320.24,359.89,321.6,326.14,311.23,341.33,329.94,326.13,335.84,350.04,,,,,,,,,,,,,,,,,,,,,,,,,277.38
2017-03-20,1079.28,1105.22,52.67,1597.9,1713.94,1654.91,1385.96,912.36,1243.92,2632.05,637.73,1562.01,1271.12,1423.59,984.03,366.73,779.39,1564.43,512.85,1431.15,2042.78,2163.54,1281.76,1640.04,1620.57,395.79,1255.23,487.81,1090.61,1557.15,939.24,374.7,2479.26,,,,,,,,,,,,,,,340.8,343.79,315.37,336.34,331.77,349.16,236.49,268.12,340.09,402.86,,461.11,280.81,323.89,427.87,602.25,327.94,310.89,320.35,360.44,321.78,326.51,311.12,341.78,330.25,326.27,336.29,350.29,,,,,,,,,,,,,,,,,,,,,,,,,277.41
2017-03-21,1073.97,1099.76,53.0,1597.04,1716.17,1642.65,1371.05,919.7,1239.23,2629.74,637.7,1572.19,1263.38,1411.84,987.09,365.1,779.83,1562.71,517.98,1415.8,2052.85,2174.5,1293.86,1642.87,1623.28,392.37,1257.74,485.94,1097.53,1556.23,930.05,372.18,2452.63,,,,,,,,,,,,,,,341.12,344.16,315.61,336.74,332.31,349.39,236.37,268.55,340.58,403.12,,461.47,280.8,323.9,428.09,603.09,328.31,311.07,320.63,360.85,321.99,326.53,311.25,341.69,330.45,326.33,336.61,350.81,,,,,,,,,,,,,,,,,,,,,,,,,277.42
2017-03-22,1073.2,1098.98,52.59,1599.55,1706.29,1631.95,1376.29,928.26,1237.1,2637.6,635.02,1577.64,1264.16,1416.01,978.17,360.23,771.83,1553.71,516.97,1412.99,2045.63,2166.63,1291.64,1634.83,1621.18,385.41,1249.99,480.6,1096.25,1548.56,923.84,367.86,2450.28,,,,,,,,,,,,,,,340.68,343.76,315.12,336.33,331.98,348.88,236.34,268.37,340.32,402.62,,460.79,280.8,323.91,427.77,601.37,327.48,310.6,319.98,359.94,321.44,326.29,310.9,341.23,329.9,326.24,335.89,349.38,,,,,,,,,,,,,,,,,,,,,,,,,277.42
2017-03-23,1076.29,1102.15,52.61,1599.06,1714.2,1660.05,1377.21,925.1,1247.89,2638.53,634.72,1565.98,1266.08,1415.99,984.85,362.03,774.78,1572.04,518.65,1413.59,2052.58,2174.26,1300.86,1640.19,1627.28,390.31,1255.64,480.81,1088.51,1570.73,925.65,369.2,2450.87,,,,,,,,,,,,,,,340.23,343.28,314.76,335.71,331.14,348.51,236.36,267.96,339.13,402.38,,460.45,280.83,323.94,427.77,600.33,326.93,310.31,319.56,359.36,321.1,326.18,310.54,341.19,329.56,326.08,335.39,348.29,,,,,,,,,,,,,,,,,,,,,,,,,277.42
2017-03-26,1066.93,1092.53,52.5,1599.48,1694.41,1627.65,1377.29,925.53,1241.89,2615.9,633.0,1562.87,1256.5,1401.54,985.82,361.06,772.27,1554.3,518.93,1405.55,2050.97,2172.53,1302.7,1619.93,1626.5,388.68,1253.13,480.57,1086.81,1548.3,921.01,370.96,2432.67,,,,,,,,,,,,,,,340.35,343.42,314.84,335.69,331.05,348.57,236.47,267.92,338.97,402.75,,460.95,280.82,323.95,427.79,601.79,327.16,310.35,319.7,359.5,321.19,326.16,310.62,341.33,329.64,326.24,335.52,348.31,,,,,,,,,,,,,,,,,,,,,,,,,277.41
2017-03-27,1057.84,1083.21,51.26,1601.08,1683.46,1586.53,1367.29,912.09,1237.15,2634.66,625.29,1547.96,1247.14,1395.09,967.72,356.99,764.27,1535.35,510.32,1391.13,2031.84,2152.03,1297.88,1608.61,1606.72,386.34,1236.83,473.9,1071.85,1514.09,911.84,366.45,2440.12,,,,,,,,,,,,,,,339.81,343.01,314.14,334.82,330.25,347.58,236.38,267.47,337.99,402.63,,460.8,280.79,323.94,427.74,601.39,326.41,309.77,319.02,359.02,320.55,325.58,310.23,340.24,329.06,326.07,335.1,347.52,,,,,,,,,,,,,,,,,,,,,,,,,277.41
2017-03-28,1065.37,1090.95,51.71,1598.18,1679.14,1586.11,1372.2,913.28,1236.23,2612.78,631.05,1560.63,1254.22,1401.0,976.38,361.46,769.92,1538.48,513.18,1398.37,2045.14,2166.59,1313.63,1605.57,1616.42,393.53,1245.79,478.61,1079.79,1516.72,919.13,372.53,2452.93,,,,,,,,,,,,,,,339.66,342.99,313.83,334.67,330.31,347.22,236.37,267.49,338.08,402.53,,460.66,280.81,323.96,427.68,601.02,325.88,309.44,318.59,358.54,320.18,325.39,309.81,339.78,328.75,325.99,334.72,347.07,,,,,,,,,,,,,,,,,,,,,,,,,277.43
2017-03-29,1063.7,1089.24,51.26,1599.06,1669.49,1596.24,1371.12,910.83,1227.16,2588.83,627.38,1547.57,1252.73,1400.48,971.64,361.4,772.66,1536.04,511.41,1403.31,2047.99,2169.84,1318.42,1599.53,1607.89,391.41,1242.97,480.43,1067.49,1520.75,917.4,373.18,2437.85,,,,,,,,,,,,,,,339.73,343.05,313.89,334.94,330.65,347.41,236.37,267.87,338.61,402.35,,460.42,280.8,323.93,427.65,600.36,326.27,309.49,318.81,358.36,320.35,325.42,309.98,339.74,328.74,325.93,334.59,347.07,,,,,,,,,,,,,,,,,,,,,,,,,277.44
2017-03-30,1061.6,1087.08,51.58,1599.26,1669.24,1595.54,1374.8,916.84,1223.9,2578.74,629.49,1546.91,1251.54,1397.38,974.81,363.52,777.69,1539.82,514.7,1405.93,2055.35,2177.78,1338.07,1598.96,1614.58,394.88,1247.71,482.49,1072.06,1524.05,921.06,375.12,2435.56,,,,,,,,,,,,,,,339.9,343.14,314.16,335.18,330.81,347.73,236.43,268.03,339.09,402.39,,460.44,280.9,323.97,427.87,600.18,326.8,309.93,319.3,358.66,320.82,325.83,310.42,340.35,329.11,325.93,334.84,348.0,,,,,,,,,,,,,,,,,,,,,,,,,277.44
2017-04-02,1057.35,1082.7,51.93,1598.73,1672.03,1620.09,1387.04,929.78,1233.74,2594.43,632.76,1554.25,1253.01,1396.01,982.28,364.29,783.0,1551.25,520.34,1416.73,2072.05,2195.98,1350.57,1599.19,1626.5,394.29,1256.59,485.17,1079.71,1537.2,927.72,377.73,2427.13,,,,,,,,,,,,,,,340.0,343.31,314.15,335.35,331.05,347.83,236.49,267.95,339.46,402.54,,460.65,280.86,323.99,427.8,600.85,326.65,310.04,319.28,358.23,320.86,326.05,310.39,340.61,329.06,326.01,334.49,347.45,,,,,,,,,,,,,,,,,,,,,,,,,277.42
2017-04-03,1057.94,1083.3,52.72,1596.9,1668.84,1613.78,1386.79,930.47,1238.13,2561.76,628.14,1553.89,1252.13,1394.65,982.07,364.03,781.96,1550.62,520.31,1416.97,2076.01,2200.13,1354.81,1596.65,1623.93,393.92,1256.73,484.11,1079.98,1535.47,920.02,376.68,2425.51,,,,,,,,,,,,,,,340.09,343.33,314.36,335.41,331.1,347.9,236.48,267.87,339.68,402.52,,460.62,280.89,323.96,427.76,600.83,326.74,310.13,319.38,358.9,320.91,325.96,310.3,340.63,329.29,326.03,335.06,348.36,,,,,,,,,,,,,,,,,,,,,,,,,277.48
2017-04-04,1061.47,1086.93,52.44,1597.82,1668.77,1638.89,1393.17,932.39,1246.31,2578.16,629.39,1557.89,1253.97,1394.11,989.97,366.23,786.44,1561.54,521.51,1420.63,2085.92,2211.04,1362.38,1595.66,1636.44,397.1,1265.01,485.47,1087.02,1557.63,917.88,377.79,2412.38,,,,,,,,,,,,,,,340.23,343.34,314.66,335.45,330.89,348.23,236.44,267.63,339.35,402.72,,460.9,280.87,323.95,427.88,601.54,327.1,310.36,319.67,359.32,321.18,326.19,310.57,340.97,329.58,326.36,335.44,348.67,,,,,,,,,,,,,,,,,,,,,,,,,277.43
2017-04-05,1071.68,1097.41,52.51,1600.23,1678.15,1642.17,1397.29,942.19,1263.02,2630.34,638.52,1593.37,1268.18,1409.9,1000.43,367.97,790.93,1571.16,528.21,1433.52,2096.34,2222.34,1370.12,1607.42,1652.22,397.67,1277.36,488.98,1117.21,1566.62,920.29,379.83,2437.19,,,,,,,,,,,,,,,340.18,343.16,314.8,335.58,331.03,348.36,236.6,268.04,339.46,402.23,,460.25,280.83,323.96,427.66,599.83,327.25,310.49,319.81,359.44,321.3,326.25,310.55,341.32,329.73,326.42,335.57,349.1,,,,,,,,,,,,,,,,,,,,,,,,,277.43
2017-04-06,1067.73,1093.36,52.17,1601.75,1663.49,1643.0,1389.45,939.3,1263.9,2654.19,640.63,1581.37,1262.25,1400.3,1002.56,366.5,790.41,1561.23,529.78,1431.1,2090.53,2216.02,1353.73,1592.89,1649.12,391.2,1275.78,489.86,1110.03,1564.34,926.86,378.76,2425.26,,,,,,,,,,,,,,,340.18,343.08,314.91,335.54,330.83,348.48,236.61,268.02,339.4,402.26,,460.29,280.84,323.95,427.78,599.84,327.36,310.61,319.93,359.64,321.41,326.35,310.64,341.37,329.84,326.36,335.72,349.41,,,,,,,,,,,,,,,,,,,,,,,,,277.44
2017-04-09,1067.46,1093.08,52.63,1601.29,1635.5,1634.61,1384.17,935.87,1262.06,2612.2,633.09,1569.67,1258.9,1396.06,1002.17,367.44,787.48,1546.38,530.07,1425.19,2090.71,2216.1,1356.89,1565.36,1647.63,392.54,1274.85,491.2,1105.03,1559.21,923.74,379.11,2417.47,,,,,,,,,,,,,,,340.23,343.08,315.04,335.51,330.67,348.59,236.78,268.03,339.33,402.38,,460.45,280.83,324.03,427.92,600.11,327.37,310.6,319.92,359.87,321.44,326.45,310.6,341.5,329.98,326.36,335.91,350.0,,,,,,,,,,,,,,,,,,,,,,,,,277.45
2017-04-12,1064.33,1089.86,52.19,1601.35,1656.8,1632.14,1372.39,942.87,1273.59,2653.15,635.95,1564.6,1258.56,1394.12,1005.72,368.7,787.56,1547.6,533.3,1422.8,2096.39,2222.44,1367.09,1590.72,1645.51,398.08,1277.56,490.5,1104.07,1552.65,916.99,380.77,2408.56,,,,,,,,,,,,,,,340.67,343.58,315.35,335.9,331.12,348.92,236.75,268.32,340.09,403.01,,461.32,280.8,324.07,428.25,602.3,327.78,310.94,320.3,360.27,321.76,326.61,310.97,341.78,330.27,326.34,336.21,350.37,,,,,,,,,,,,,,,,,,,,,,,,,277.46
2017-04-13,1053.85,1079.1,51.93,1604.33,1639.88,1603.26,1367.22,930.18,1259.06,2610.09,628.64,1557.48,1244.78,1378.66,994.99,362.37,773.52,1526.16,526.26,1408.6,2083.42,2208.23,1362.09,1574.2,1626.85,391.72,1262.67,481.65,1096.68,1529.3,908.41,375.21,2377.65,,,,,,,,,,,,,,,340.94,343.93,315.49,336.2,331.5,349.15,236.85,268.63,340.54,403.39,,461.83,280.79,324.08,428.67,603.41,327.93,311.14,320.48,360.31,321.96,326.87,311.22,341.94,330.4,326.38,336.22,350.09,,,,,,,,,,,,,,,,,,,,,,,,,277.46
2017-04-18,1053.9,1079.16,51.18,1605.0,1663.83,1602.67,1369.73,934.57,1247.1,2579.49,629.79,1556.44,1245.64,1380.24,994.9,360.25,769.42,1533.49,528.22,1412.93,2081.1,2205.9,1363.3,1599.26,1627.65,388.13,1261.36,479.91,1096.27,1529.17,905.26,373.34,2372.35,,,,,,,,,,,,,,,341.06,343.79,315.99,336.85,331.87,350.12,237.53,269.61,341.75,402.77,,461.01,280.75,324.01,428.35,601.35,329.07,312.0,321.48,359.97,322.96,327.86,312.2,342.84,330.88,326.38,335.96,349.91,,,,,,,,,,,,,,,,,,,,,,,,,277.46
2017-04-19,1056.24,1081.57,51.06,1606.03,1683.41,1588.38,1388.79,942.57,1260.11,2593.11,638.87,1566.75,1255.42,1389.29,1005.01,360.32,765.36,1540.14,532.35,1428.43,2081.47,2206.3,1371.0,1618.06,1636.06,386.98,1268.62,481.85,1103.25,1520.68,911.7,375.76,2388.56,,,,,,,,,,,,,,,341.18,343.71,316.38,337.23,332.01,350.79,237.69,269.97,342.17,402.49,,460.63,280.73,324.0,428.25,600.34,329.83,312.68,322.21,359.94,323.66,328.45,312.91,343.6,331.28,326.5,335.98,349.99,,,,,,,,,,,,,,,,,,,,,,,,,277.46
2017-04-20,1056.6,1081.93,51.37,1606.76,1701.11,1582.31,1387.14,941.8,1259.51,2568.68,641.49,1559.25,1258.82,1393.14,1007.4,359.56,762.34,1549.76,532.3,1425.7,2082.25,2207.04,1372.56,1635.23,1637.04,385.52,1269.72,482.05,1095.06,1518.32,909.69,376.71,2396.33,,,,,,,,,,,,,,,341.25,343.7,316.54,337.46,332.2,351.06,237.76,270.07,342.31,402.31,,460.37,280.77,324.02,428.16,599.66,330.05,312.95,322.46,359.91,323.92,328.75,313.02,344.0,331.45,326.52,335.99,350.08,,,,,,,,,,,,,,,,,,,,,,,,,277.46
2017-04-23,1051.86,1077.06,51.19,1606.62,1687.46,1566.68,1382.26,935.83,1246.75,2522.13,636.97,1548.98,1251.16,1385.16,999.99,357.4,759.99,1536.07,528.01,1413.73,2078.61,2203.11,1365.8,1620.3,1625.49,384.23,1261.76,478.62,1084.86,1502.56,903.36,376.77,2377.96,,,,,,,,,,,,,,,341.36,343.77,316.71,337.75,332.52,351.31,237.79,270.17,342.59,402.16,,460.16,280.81,324.0,428.17,599.05,330.33,313.05,322.64,359.98,324.11,328.97,313.09,344.43,331.59,326.6,336.05,350.23,,,,,,,,,,,,,,,,,,,,,,,,,277.46
2017-04-24,1064.68,1090.22,51.56,1606.54,1721.06,1610.6,1386.31,945.16,1258.15,2547.81,642.97,1564.86,1265.44,1402.53,1008.39,359.38,764.58,1566.35,532.53,1431.34,2091.35,2216.94,1373.64,1653.6,1642.42,385.52,1271.69,482.49,1095.53,1534.06,906.81,378.52,2422.24,,,,,,,,,,,,,,,341.22,343.55,316.69,337.9,332.71,351.42,237.88,270.32,342.79,401.56,,459.34,280.81,324.0,427.8,596.98,330.51,313.03,322.73,359.73,324.18,329.01,313.14,344.5,331.52,326.49,335.86,350.18,,,,,,,,,,,,,,,,,,,,,,,,,277.45
2017-04-25,1062.36,1087.85,51.43,1605.89,1733.27,1624.15,1379.5,946.4,1268.71,2592.96,648.76,1584.19,1267.42,1402.91,1013.92,362.64,772.67,1575.65,534.01,1433.48,2107.39,2234.56,1386.43,1664.98,1647.41,389.56,1280.26,486.37,1107.95,1545.76,907.53,381.12,2428.31,,,,,,,,,,,,,,,341.3,343.64,316.76,337.95,332.74,351.51,237.79,270.25,342.63,401.71,,459.55,280.81,323.99,427.96,597.44,330.43,313.16,322.75,359.73,324.21,329.05,313.14,344.46,331.57,326.58,335.87,350.32,,,,,,,,,,,,,,,,,,,,,,,,,277.45
2017-04-26,1071.87,1097.62,51.26,1606.46,1723.33,1644.62,1384.63,946.19,1268.86,2587.56,649.24,1579.4,1274.66,1410.75,1022.54,366.3,775.24,1577.64,533.52,1440.26,2115.37,2243.33,1397.69,1655.19,1654.59,392.18,1286.84,491.9,1107.12,1561.67,915.86,384.96,2445.24,,,,,,,,,,,,,,,341.58,343.85,317.11,338.42,333.17,352.04,237.84,270.35,342.83,401.76,,459.6,280.85,324.01,427.94,597.61,330.78,313.5,323.09,359.88,324.54,329.34,313.67,344.76,331.81,326.66,336.01,350.49,,,,,,,,,,,,,,,,,,,,,,,,,277.45
2017-04-27,1071.21,1096.94,51.56,1605.0,1708.67,1665.46,1381.59,939.55,1279.77,2648.39,652.86,1608.05,1271.4,1405.45,1023.22,366.02,779.81,1580.18,532.28,1433.88,2132.05,2261.54,1403.41,1641.32,1656.25,393.7,1289.28,489.52,1125.22,1580.0,907.77,384.13,2437.72,,,,,,,,,,,,,,,342.08,344.54,317.32,339.19,334.38,352.32,237.85,270.33,343.48,402.08,,460.03,280.89,324.02,427.99,598.8,331.34,313.65,323.44,360.01,324.85,329.44,313.69,344.9,332.01,326.73,336.14,350.88,,,,,,,,,,,,,,,,,,,,,,,,,277.47
2017-04-30,1068.92,1094.58,51.61,1605.5,1703.0,1639.44,1382.76,935.94,1272.09,2625.96,654.54,1626.06,1265.22,1398.75,1018.84,363.9,780.3,1568.11,530.42,1425.65,2144.41,2275.02,1412.26,1634.84,1651.72,390.59,1287.34,486.21,1136.95,1562.13,902.36,380.04,2438.33,,,,,,,,,,,,,,,342.52,345.17,317.46,339.8,335.35,352.53,237.89,270.61,344.27,402.51,,460.59,280.94,324.03,428.07,600.38,331.68,313.66,323.62,360.06,325.05,329.75,313.59,345.22,332.13,326.79,336.16,350.72,,,,,,,,,,,,,,,,,,,,,,,,,277.49
2017-05-03,1070.2,1095.9,51.85,1606.03,1718.72,1678.7,1402.88,953.0,1279.32,2605.66,659.17,1637.13,1271.76,1403.5,1027.99,363.09,780.16,1588.33,535.31,1441.2,2148.93,2279.89,1411.35,1652.06,1671.23,387.39,1294.47,487.04,1144.71,1590.83,911.49,379.9,2451.15,,,,,,,,,,,,,,,342.26,344.75,317.44,339.3,334.44,352.48,237.85,270.37,343.26,402.47,,460.53,280.95,324.03,428.07,600.21,331.72,313.54,323.58,360.08,325.01,329.75,313.51,345.21,332.09,326.77,336.16,350.69,,,,,,,,,,,,,,,,,,,,,,,,,277.47
2017-05-04,1072.31,1098.05,51.78,1608.56,1730.74,1676.1,1408.6,957.42,1277.86,2575.83,655.91,1620.52,1275.65,1409.95,1026.57,360.38,777.87,1592.26,538.99,1442.26,2147.22,2277.95,1414.08,1663.24,1670.35,383.1,1293.51,484.94,1130.18,1589.45,907.23,377.63,2459.55,,,,,,,,,,,,,,,341.8,344.03,317.39,338.58,333.18,352.34,237.79,270.05,342.4,402.1,,460.04,280.92,324.04,427.83,598.98,331.61,313.4,323.45,360.12,324.9,329.68,313.31,345.2,332.06,326.9,336.24,350.74,,,,,,,,,,,,,,,,,,,,,,,,,277.47
